45f62398-c1a1-4f71-95fa-5ec14b6e8e8f.jpg,1600,1200,Jack Link's Original Beef Jerky 3.25oz,1294.1896024464831,848.0651731160896,1394.4954128440368,953.1568228105906
45f62398-c1a1-4f71-95fa-5ec14b6e8e8f.jpg,1600,1200,Jack Link's Original Beef Jerky 3.25oz,1186.5443425076453,838.2892057026476,1284.4036697247707,955.600814663951
45f62398-c1a1-4f71-95fa-5ec14b6e8e8f.jpg,1600,1200,Jack Link's Original Beef Jerky 3.25oz,1267.2782874617735,994.7046843177188,1382.262996941896,1107.1283095723013
45f62398-c1a1-4f71-95fa-5ec14b6e8e8f.jpg,1600,1200,Jack Link's Original Beef Jerky 3.25oz,1181.651376146789,989.8167006109979,1291.7431192660551,1099.79633401222
45f62398-c1a1-4f71-95fa-5ec14b6e8e8f.jpg,1600,1200,Jack Link's Original Beef Jerky 3.25oz,873.394495412844,965.376782077393,1020.183486238532,1097.3523421588593
45f62398-c1a1-4f71-95fa-5ec14b6e8e8f.jpg,1600,1200,Jack Link's Original Beef Jerky 3.25oz,1181.651376146789,696.5376782077393,1277.0642201834862,811.4052953156822
45f62398-c1a1-4f71-95fa-5ec14b6e8e8f.jpg,1600,1200,Jack Link's Original Beef Jerky 3.25oz,1277.0642201834862,703.8696537678208,1404.2813455657492,826.0692464358452
45f62398-c1a1-4f71-95fa-5ec14b6e8e8f.jpg,1600,1200,Jack Link's Original Beef Jerky 3.25oz,963.914373088685,701.4256619144602,1098.4709480122324,811.4052953156822
45f62398-c1a1-4f71-95fa-5ec14b6e8e8f.jpg,1600,1200,Jack Link's Original Beef Jerky 3.25oz,892.9663608562691,838.2892057026476,1017.7370030581039,933.6048879837067
45f62398-c1a1-4f71-95fa-5ec14b6e8e8f.jpg,1600,1200,Jack Link's Original Beef Jerky 3.25oz,1193.8837920489298,535.2342158859469,1303.9755351681958,654.989816700611
45f62398-c1a1-4f71-95fa-5ec14b6e8e8f.jpg,1600,1200,Jack Link's Original Beef Jerky 3.25oz,905.1987767584098,545.010183299389,1032.4159021406729,652.5458248472505
45f62398-c1a1-4f71-95fa-5ec14b6e8e8f.jpg,1600,1200,Jack Link's Original Beef Jerky 3.25oz,897.8593272171255,696.5376782077393,1003.0581039755352,801.6293279022402
4edc09cd-99b7-4b77-b63c-92c778aaf1e0.jpg,1200,1600,Jack Link's Original Beef Jerky 3.25oz,719.2660550458716,1012.8440366972477,814.6788990825689,1146.7889908256882
4edc09cd-99b7-4b77-b63c-92c778aaf1e0.jpg,1200,1600,Jack Link's Original Beef Jerky 3.25oz,902.7522935779817,724.7706422018348,954.1284403669725,794.4954128440367
4edc09cd-99b7-4b77-b63c-92c778aaf1e0.jpg,1200,1600,Jack Link's Original Beef Jerky 3.25oz,713.7614678899083,886.2385321100918,827.5229357798166,983.4862385321101
4edc09cd-99b7-4b77-b63c-92c778aaf1e0.jpg,1200,1600,Jack Link's Original Beef Jerky 3.25oz,755.9633027522935,744.954128440367,829.3577981651376,825.6880733944954
4edc09cd-99b7-4b77-b63c-92c778aaf1e0.jpg,1200,1600,Jack Link's Original Beef Jerky 3.25oz,781.651376146789,598.1651376146789,840.3669724770641,684.4036697247707
4edc09cd-99b7-4b77-b63c-92c778aaf1e0.jpg,1200,1600,Jack Link's Original Beef Jerky 3.25oz,713.7614678899083,757.7981651376147,774.3119266055046,847.7064220183486
4edc09cd-99b7-4b77-b63c-92c778aaf1e0.jpg,1200,1600,Jack Link's Original Beef Jerky 3.25oz,691.743119266055,612.8440366972477,809.1743119266054,700.9174311926605
64260557-9e2b-4b94-87fc-c013b98c877c.jpg,1200,1600,Jack Link's Original Beef Jerky 3.25oz,695.4128440366973,1110.091743119266,801.834862385321,1269.7247706422017
64260557-9e2b-4b94-87fc-c013b98c877c.jpg,1200,1600,Jack Link's Original Beef Jerky 3.25oz,985.3211009174311,1240.3669724770643,1124.7706422018348,1447.7064220183486
64260557-9e2b-4b94-87fc-c013b98c877c.jpg,1200,1600,Jack Link's Original Beef Jerky 3.25oz,873.3944954128441,1185.3211009174313,992.6605504587155,1355.9633027522937
64260557-9e2b-4b94-87fc-c013b98c877c.jpg,1200,1600,Jack Link's Original Beef Jerky 3.25oz,1009.1743119266054,1077.0642201834862,1181.6513761467888,1253.2110091743118
